code,description
06049091,"foliage, branches and other parts of plants, without flowers or flower buds, and grasses, suitable for bouquets or ornamental purposes, dried"
06012010,chicory plants and roots (excl. chicory roots of the variety cichorium intybus sativum)
06012030,"orchid, hyacinth, narcissi and tulip bulbs, in growth or in flower"
06012090,"bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower (excl. those used for human consumption, orchids, hyacinths, narcissi, tulips and chicory plants and roots)"
06011030,dormant tulip bulbs
06011040,dormant gladioli bulbs
06011090,"dormant bulbs, tubers, tuberous roots, corms, crowns and rhizomes (excl. those used for human consumption, hyacinth, narcissi, tulip, gladioli and chicory plants and roots)"
060120,"bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots (excl. those used for human consumption and chicory roots of the variety cichorium intybus sativum)"
060110,"bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human consumption and chicory plants and roots)"
06011010,dormant hyacinth bulbs
06011020,dormant narcissi bulbs
06022080,"trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts (excl. with bare roots, citrus, and vine slips)"
06023000,"rhododendrons and azaleas, grafted or not"
06024000,"roses, whether or not grafted"
060290,"live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, crowns and rhizomes, incl. chicory plants and roots, unrooted cuttings and slips, fruit and nut trees, rhododendrons, azaleas and roses)"
06029045,"outdoor rooted cuttings and young plants of trees, shrubs and bushes (excl. fruit, nut and forest trees)"
06029046,"outdoor trees, shrubs and bushes, incl. their roots, with bare roots (excl. cuttings, slips and young plants, and fruit, nut and forest trees)"
06029047,"conifer and evergreen outdoor trees, shrubs and bushes, incl. their roots (excl. with bare roots, cuttings, slips, young plants and fruit, nut and forest trees)"
06029048,"outdoor trees, shrubs and bushes, incl. their roots (excl. with bare roots, cuttings, slips, young plants, conifers, evergreens and fruit, nut and forest trees)"
06029050,"live outdoor plants, incl. their roots (excl. bulbs, tubers, tuberous roots, corms, crowns and rhizomes, incl. chicory plants and roots, unrooted cuttings, slips, rhododendrons, azaleas, roses, mushroom spawn, pineapple plants, vegetable and strawberry plants, trees, shrubs and bushes)"
06029070,indoor rooted cuttings and young plants (excl. cacti)
06029091,indoor flowering plants with buds or flowers (excl. cacti)
06029099,"live indoor plants and cacti (excl. rooted cuttings, young plants and flowering plants with buds or flowers)"
060210,unrooted cuttings and slips
06021010,unrooted vine cuttings and slips
06021090,unrooted cuttings and slips (excl. vines)
060220,"edible fruit or nut trees, shrubs and bushes, whether or not grafted"
06029010,mushroom spawn
06029020,pineapple plants
06029030,vegetable and strawberry plants
06029041,live forest trees
06022010,"vine slips, grafted or rooted"
06022020,"trees, shrubs and bushes, with bare roots, grafted or not, of kinds which bear edible fruit or nuts (excl. vine slips)"
06022030,"citrus trees and shrubs, grafted or not (excl. with bare roots)"
06031910,"fresh cut gladioli and buds, of a kind suitable for bouquets or for ornamental purposes"
06031920,"fresh cut ranunculi and buds, of a kind suitable for bouquets or for ornamental purposes"
06031970,"fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. roses, carnations, orchids, gladioli, ranunculi, chrysanthemums and lilies)"
06039000,"dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes"
06031100,"fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes"
06031200,"fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes"
06031300,"fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes"
06031400,"fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes"
06031500,"fresh cut lilies ""lilium spp."" and buds, of a kind suitable for bouquets or for ornamental purposes"
060319,"fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. roses, carnations, orchids, chrysanthemums and lilies)"
070490,"fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, headed broccoli and brussels sprouts)"
07049010,"white and red cabbages, fresh or chilled"
07049090,"kohlrabi, kale and similar edible brassicas, fresh or chilled (excl. cauliflowers, broccoli, brussels sprouts, white and red cabbages)"
070410,fresh or chilled cauliflowers and broccoli
07041010,fresh or chilled cauliflowers and headed broccoli
07041090,fresh or chilled broccoli (excl. headed broccoli)
07042000,"brussels sprouts, fresh or chilled"
07051100,fresh or chilled cabbage lettuce
07051900,fresh or chilled lettuce (excl. cabbage lettuce)
07052100,fresh or chilled witloof chicory
07052900,fresh or chilled chicory (excl. witloof chicory)
07061000,fresh or chilled carrots and turnips
070690,"fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excl. carrots and turnips)"
07069010,"fresh or chilled celeriac ""rooted celery or german celery"""
07069030,"fresh or chilled horse-radish ""cochlearia armoracia"""
07069090,"fresh or chilled salad beetroot, salsify, radishes and similar edible roots (excl. carrots, turnips, celeriac and horse-radish)"
07011000,seed potatoes
070190,fresh or chilled potatoes (excl. seed)
07019010,"potatoes for manufacture of starch, fresh or chilled"
07019050,fresh or chilled new potatoes from 1 january to 30 june
07019090,"potatoes, fresh or chilled (excl. new potatoes from 1 january to 30 june, seed potatoes and potatoes for manufacture of starch)"
07031090,"shallots, fresh or chilled"
07032000,"garlic, fresh or chilled"
07039000,"leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)"
070310,fresh or chilled onions and shallots
07031011,"onion sets, fresh or chilled"
07031019,"onions, fresh or chilled (excl. sets)"
07020010,"whole tomatoes, with greatest diameter <47mm, fresh or chilled"
07020091,"tomatoes in trusses, with greatest diameter =>47mm, fresh or chilled"
07020099,"tomatoes, fresh or chilled (excl. in trusses, and whole tomatoes with greatest diameter <47mm)"
071290,"dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared (excl. onions, mushrooms and truffles, not mixed)"
07129005,"dried potatoes, whether or not cut or sliced, but not further prepared"
07122000,"dried onions, whole, cut, sliced, broken or in powder, but not further prepared"
07123100,"dried mushrooms of the genus ""agaricus"", whole, cut, sliced, broken or in powder, but not further prepared"
07123200,"dried wood ears ""auricularia spp."", whole, cut, sliced, broken or in powder, but not further prepared"
07123300,"dried jelly fungi ""tremella spp."", whole, cut, sliced, broken or in powder, but not further prepared"
07123400,"dried shiitake ""lentinus edodes"", whole, cut, sliced, broken or in powder, but not further prepared"
07123900,"dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared (excl. mushrooms of the genus ""agaricus"", wood ears ""auricularia spp."", jelly fungi ""tremella spp."" and shiitake ""lentinus edodes"")"
07129050,"dried carrots, whole, cut, sliced, broken or in powder, but not further prepared"
07129090,"dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared (excl. potatoes, onions, mushrooms, truffles, sweetcorn, tomatoes and carrots)"
07129011,"dried sweetcorn, hybrid, for sowing"
07129019,"dried sweetcorn ""zea mays var. saccharata"", whether or nor cut or sliced, but not further prepared (excl. hybrids for sowing)"
07129030,"dried tomatoes, whole, cut, sliced, broken or in powder, but not further prepared"
07108095,"vegetables, whether or not cooked by boiling in water or by steaming, frozen (excl. potatoes, leguminous vegetables, spinach, new zealand spinach, orache spinach, sweetcorn, olives, fruits of the genus capsicum or of the genus pimenta, mushrooms, tomatoes, globe artichokes and asparagus)"
07109000,"mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen"
07108069,"frozen mushrooms, uncooked or cooked by steaming or by boiling in water (excl. of the genus agaricus)"
07108070,"tomatoes, uncooked or cooked by steaming or by boiling in water, frozen"
07108080,"artichokes, uncooked or cooked by steaming or by boiling in water, frozen"
07108085,"asparagus, whether or not cooked by boiling in water or by steaming, frozen"
07103000,"spinach, new zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling in water, frozen"
07104000,"sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen"
071080,"vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, leguminous vegetables, spinach, new zealand spinach, orache spinach, and sweetcorn)"
07101000,"potatoes, uncooked or cooked by steaming or by boiling in water, frozen"
07102100,"shelled or unshelled peas ""pisum sativum"", uncooked or cooked by steaming or by boiling in water, frozen"
07102200,"shelled or unshelled beans ""vigna spp., phaseolus spp."", uncooked or cooked by steaming or by boiling in water, frozen"
07102900,"leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in water, frozen (excl. peas and beans)"
07108010,"olives, uncooked or cooked by steaming or by boiling in water, frozen"
07108051,"sweet peppers, uncooked or cooked by steaming or by boiling in water, frozen"
07108059,"fruits of genus capsicum or pimenta, uncooked or cooked by steaming or by boiling in water, frozen (excl. sweet peppers)"
07108061,"frozen mushrooms of the genus agaricus, uncooked or cooked by steaming or by boiling in water"
071120,"olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
07115900,"mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. mushrooms of the genus ""agaricus"")"
071190,"vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. olives, cucumbers, gherkins, mushrooms and truffles, not mixed)"
07119010,"fruits of genus capsicum or pimenta provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. sweet pepper)"
07119030,"sweetcorn provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
07112010,"olives provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. for oil production)"
07112090,"olives provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption, for oil production"
07114000,"cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
07115100,"mushrooms of the genus ""agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
07119090,"mixture of vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
